strain	Line	N_generation	N_pSTR	mutation	N_mutation	mutation_rate	gfeature
PB306	443	226	1068	substitutions	8	1.65722050976103e-05	promoter
PB306	443	226	234	substitutions	8	7.56372437788367e-05	pseudogene
PB306	443	226	405	substitutions	9	4.91642084562439e-05	RNAs & TEs
PB306	445	232	1175	deletions	3	5.50256786500367e-06	3'UTR
PB306	445	232	5439	deletions	19	7.52864053356664e-06	intergenic
PB306	445	232	6904	deletions	46	1.43594917489112e-05	intron
PB306	445	232	1100	deletions	3	5.87774294670846e-06	promoter
PB306	445	232	231	deletions	2	1.86595014181221e-05	pseudogene
PB306	445	232	1175	insertions	1	1.83418928833456e-06	3'UTR
PB306	445	232	350	insertions	1	6.1576354679803e-06	5'UTR
PB306	445	232	1454	insertions	1	1.48223687331025e-06	CDS
PB306	445	232	1078	insertions	4	7.99692917919519e-06	enhancer
PB306	445	232	5439	insertions	13	5.15117510191402e-06	intergenic
PB306	445	232	6904	insertions	21	6.55542014624206e-06	intron
PB306	445	232	1100	insertions	2	3.91849529780564e-06	promoter
PB306	445	232	1175	substitutions	19	3.48495964783566e-05	3'UTR
PB306	445	232	350	substitutions	3	1.84729064039409e-05	5'UTR
PB306	445	232	1078	substitutions	1	1.9992322947988e-06	enhancer
PB306	445	232	5439	substitutions	117	4.63605759172262e-05	intergenic
PB306	445	232	6904	substitutions	187	5.8374455587965e-05	intron
PB306	445	232	1100	substitutions	4	7.83699059561129e-06	promoter
PB306	445	232	231	substitutions	5	4.66487535453053e-05	pseudogene
PB306	445	232	446	substitutions	7	3.38255760012371e-05	RNAs & TEs
PB306	448	235	1163	deletions	5	9.14728965807431e-06	3'UTR
PB306	448	235	5426	deletions	22	8.62670671549906e-06	intergenic
PB306	448	235	6905	deletions	50	1.54066587579152e-05	intron
PB306	448	235	1102	deletions	3	5.79217670000386e-06	promoter
PB306	448	235	234	deletions	1	9.09256228405165e-06	pseudogene
PB306	448	235	430	deletions	1	4.9480455220188e-06	RNAs & TEs
PB306	448	235	1163	insertions	2	3.65891586322972e-06	3'UTR
PB306	448	235	1071	insertions	1	1.98661024693565e-06	enhancer
PB306	448	235	5426	insertions	19	7.450337617931e-06	intergenic
PB306	448	235	6905	insertions	27	8.31959572927419e-06	intron
PB306	448	235	1102	insertions	4	7.72290226667182e-06	promoter
PB306	448	235	1163	substitutions	22	4.0248074495527e-05	3'UTR
PB306	448	235	352	substitutions	2	1.20889748549323e-05	5'UTR
PB306	448	235	1447	substitutions	1	1.47039362437324e-06	CDS
PB306	448	235	1071	substitutions	2	3.97322049387131e-06	enhancer
PB306	448	235	5426	substitutions	131	5.13681172604716e-05	intergenic
PB306	448	235	6905	substitutions	198	6.10103686813441e-05	intron
PB306	448	235	1102	substitutions	3	5.79217670000386e-06	promoter
PB306	448	235	234	substitutions	4	3.63702491362066e-05	pseudogene
PB306	448	235	430	substitutions	7	3.46363186541316e-05	RNAs & TEs
PB306	449	221	1126	deletions	9	1.80834733128119e-05	3'UTR
PB306	449	221	1408	deletions	1	1.60684903331962e-06	CDS
PB306	449	221	1024	deletions	4	8.83766968325792e-06	enhancer
PB306	449	221	5177	deletions	48	2.0976875616742e-05	intergenic
PB306	449	221	6610	deletions	86	2.9435724016128e-05	intron
PB306	449	221	1050	deletions	7	1.50829562594268e-05	promoter
PB306	449	221	222	deletions	4	4.07647466470996e-05	pseudogene
PB306	449	221	392	deletions	4	2.30861575399391e-05	RNAs & TEs
PB306	449	221	1126	insertions	4	8.03709925013864e-06	3'UTR
PB306	449	221	343	insertions	2	1.31920900228223e-05	5'UTR
PB306	449	221	1408	insertions	3	4.82054709995886e-06	CDS
PB306	449	221	1024	insertions	2	4.41883484162896e-06	enhancer
PB306	449	221	5177	insertions	64	2.79691674889893e-05	intergenic
PB306	449	221	6610	insertions	95	3.25162067620019e-05	intron
PB306	449	221	1050	insertions	2	4.30941607412196e-06	promoter
PB306	449	221	222	insertions	3	3.05735599853247e-05	pseudogene
PB306	449	221	392	insertions	1	5.77153938498476e-06	RNAs & TEs
PB306	449	221	1126	substitutions	36	7.23338932512478e-05	3'UTR
PB306	449	221	343	substitutions	6	3.95762700684669e-05	5'UTR
PB306	449	221	1408	substitutions	3	4.82054709995886e-06	CDS
PB306	449	221	1024	substitutions	3	6.62825226244344e-06	enhancer
PB306	449	221	5177	substitutions	158	6.90488822384424e-05	intergenic
PB306	449	221	6610	substitutions	275	9.41258616794792e-05	intron
PB306	449	221	1050	substitutions	11	2.37017884076708e-05	promoter
PB306	449	221	222	substitutions	6	6.11471199706494e-05	pseudogene
PB306	449	221	392	substitutions	7	4.04007756948933e-05	RNAs & TEs
PB306	450	220	1173	deletions	6	1.16252034410602e-05	3'UTR
PB306	450	220	341	deletions	2	1.33297787256732e-05	5'UTR
PB306	450	220	1398	deletions	2	3.25139810118351e-06	CDS
PB306	450	220	1042	deletions	3	6.54336067004013e-06	enhancer
PB306	450	220	5449	deletions	45	1.87690818999316e-05	intergenic
PB306	450	220	6877	deletions	53	1.75155657197245e-05	intron
PB306	450	220	1069	deletions	3	6.37809337528701e-06	promoter
PB306	450	220	223	deletions	1	1.01916021198532e-05	pseudogene
PB306	450	220	1173	insertions	3	5.81260172053011e-06	3'UTR
PB306	450	220	1042	insertions	2	4.36224044669342e-06	enhancer
PB306	450	220	5449	insertions	29	1.20956305577337e-05	intergenic
PB306	450	220	6877	insertions	46	1.52021891152326e-05	intron
PB306	450	220	223	insertions	3	3.05748063595597e-05	pseudogene
PB306	450	220	411	insertions	4	2.211900022119e-05	RNAs & TEs
PB306	450	220	1173	substitutions	37	7.16887545532047e-05	3'UTR
PB306	450	220	341	substitutions	4	2.66595574513463e-05	5'UTR
PB306	450	220	1398	substitutions	1	1.62569905059175e-06	CDS
PB306	450	220	1042	substitutions	6	1.30867213400803e-05	enhancer
PB306	450	220	5449	substitutions	187	7.7995962561938e-05	intergenic
PB306	450	220	6877	substitutions	306	0.000101127605853504	intron
PB306	450	220	1069	substitutions	11	2.33863423760524e-05	promoter
PB306	450	220	223	substitutions	4	4.0766408479413e-05	pseudogene
PB306	450	220	411	substitutions	12	6.635700066357e-05	RNAs & TEs
PB306	451	226	1175	deletions	5	9.41442289587648e-06	3'UTR
PB306	451	226	1080	deletions	1	2.04850868567683e-06	enhancer
PB306	451	226	5416	deletions	28	1.14377589835427e-05	intergenic
PB306	451	226	6922	deletions	47	1.50220024393175e-05	intron
PB306	451	226	1096	deletions	4	8.0744137975583e-06	promoter
PB306	451	226	234	deletions	1	9.45465547235459e-06	pseudogene
PB306	451	226	1175	insertions	5	9.41442289587648e-06	3'UTR
PB306	451	226	344	insertions	1	6.43136447828771e-06	5'UTR
PB306	451	226	1080	insertions	2	4.09701737135365e-06	enhancer
PB306	451	226	5416	insertions	20	8.16982784538764e-06	intergenic
PB306	451	226	6922	insertions	32	1.0227746341663e-05	intron
PB306	451	226	431	insertions	1	5.13315401515307e-06	RNAs & TEs
PB306	451	226	1175	substitutions	36	6.77838448503107e-05	3'UTR
PB306	451	226	344	substitutions	2	1.28627289565754e-05	5'UTR
PB306	451	226	1449	substitutions	1	1.52683877193304e-06	CDS
PB306	451	226	1080	substitutions	2	4.09701737135365e-06	enhancer
PB306	451	226	5416	substitutions	133	5.43293551718278e-05	intergenic
PB306	451	226	6922	substitutions	230	7.35119268307027e-05	intron
PB306	451	226	1096	substitutions	4	8.0744137975583e-06	promoter
PB306	451	226	234	substitutions	6	5.67279328341275e-05	pseudogene
PB306	451	226	431	substitutions	5	2.56657700757654e-05	RNAs & TEs
PB306	455	223	1165	deletions	12	2.30951327007833e-05	3'UTR
PB306	455	223	344	deletions	2	1.30357701533007e-05	5'UTR
PB306	455	223	1035	deletions	3	6.4989926561383e-06	enhancer
PB306	455	223	5311	deletions	49	2.06864000851098e-05	intergenic
PB306	455	223	6764	deletions	80	2.6518657201274e-05	intron
PB306	455	223	1076	deletions	7	1.45864937403104e-05	promoter
PB306	455	223	225	deletions	2	1.99302441454908e-05	pseudogene
PB306	455	223	411	deletions	2	1.09107175978964e-05	RNAs & TEs
PB306	455	223	1165	insertions	8	1.53967551338555e-05	3'UTR
PB306	455	223	1416	insertions	1	1.58344100732183e-06	CDS
PB306	455	223	1035	insertions	2	4.33266177075887e-06	enhancer
PB306	455	223	5311	insertions	42	1.77312000729512e-05	intergenic
PB306	455	223	6764	insertions	75	2.48612411261943e-05	intron
PB306	455	223	1076	insertions	1	2.08378482004434e-06	promoter
PB306	455	223	225	insertions	1	9.96512207274539e-06	pseudogene
PB306	455	223	411	insertions	2	1.09107175978964e-05	RNAs & TEs
PB306	455	223	1165	substitutions	35	6.7360803710618e-05	3'UTR
PB306	455	223	344	substitutions	4	2.60715403066013e-05	5'UTR
PB306	455	223	1416	substitutions	1	1.58344100732183e-06	CDS
PB306	455	223	1035	substitutions	5	1.08316544268972e-05	enhancer
PB306	455	223	5311	substitutions	165	6.96582860008798e-05	intergenic
PB306	455	223	6764	substitutions	267	8.85060184092518e-05	intron
PB306	455	223	1076	substitutions	10	2.08378482004434e-05	promoter
PB306	455	223	225	substitutions	10	9.96512207274539e-05	pseudogene
PB306	455	223	411	substitutions	9	4.90982291905339e-05	RNAs & TEs
PB306	456	233	1124	deletions	8	1.52734715073389e-05	3'UTR
PB306	456	233	1025	deletions	3	6.280749502774e-06	enhancer
PB306	456	233	5266	deletions	37	1.50776949545958e-05	intergenic
PB306	456	233	6722	deletions	84	2.68160533665001e-05	intron
PB306	456	233	1066	deletions	4	8.05224295227436e-06	promoter
PB306	456	233	209	deletions	1	1.02675729511058e-05	pseudogene
PB306	456	233	394	deletions	1	5.44650443345461e-06	RNAs & TEs
PB306	456	233	1124	insertions	2	3.81836787683473e-06	3'UTR
PB306	456	233	1025	insertions	1	2.09358316759133e-06	enhancer
PB306	456	233	5266	insertions	55	2.24127897973721e-05	intergenic
PB306	456	233	6722	insertions	55	1.75581301804465e-05	intron
PB306	456	233	394	insertions	1	5.44650443345461e-06	RNAs & TEs
PB306	456	233	1124	substitutions	28	5.34571502756862e-05	3'UTR
PB306	456	233	342	substitutions	4	2.50985116582587e-05	5'UTR
PB306	456	233	1025	substitutions	6	1.2561499005548e-05	enhancer
PB306	456	233	5266	substitutions	161	6.56083483159437e-05	intergenic
PB306	456	233	6722	substitutions	284	9.06637994772147e-05	intron
PB306	456	233	1066	substitutions	10	2.01306073806859e-05	promoter
PB306	456	233	209	substitutions	7	7.18730106577407e-05	pseudogene
PB306	456	233	394	substitutions	9	4.90185399010915e-05	RNAs & TEs
PB306	457	226	1172	deletions	9	1.69893382463983e-05	3'UTR
PB306	457	226	1422	deletions	1	1.5558293815267e-06	CDS
PB306	457	226	1044	deletions	8	1.69531753297393e-05	enhancer
PB306	457	226	5290	deletions	37	1.54741790320692e-05	intergenic
PB306	457	226	6741	deletions	66	2.16611332317229e-05	intron
PB306	457	226	1060	deletions	3	6.26147937886125e-06	promoter
PB306	457	226	227	deletions	1	9.74620872480605e-06	pseudogene
PB306	457	226	413	deletions	3	1.60706250401766e-05	RNAs & TEs
PB306	457	226	1172	insertions	5	9.43852124799903e-06	3'UTR
PB306	457	226	345	insertions	1	6.41272284211876e-06	5'UTR
PB306	457	226	1044	insertions	2	4.23829383243482e-06	enhancer
PB306	457	226	5290	insertions	38	1.589240008699e-05	intergenic
PB306	457	226	6741	insertions	59	1.93637403132069e-05	intron
PB306	457	226	1060	insertions	1	2.08715979295375e-06	promoter
PB306	457	226	227	insertions	3	2.92386261744182e-05	pseudogene
PB306	457	226	413	insertions	1	5.35687501339219e-06	RNAs & TEs
PB306	457	226	1172	substitutions	38	7.17327614847927e-05	3'UTR
PB306	457	226	345	substitutions	4	2.56508913684751e-05	5'UTR
PB306	457	226	1044	substitutions	5	1.0595734581087e-05	enhancer
PB306	457	226	5290	substitutions	157	6.56607056225639e-05	intergenic
PB306	457	226	6741	substitutions	276	9.0582920787205e-05	intron
PB306	457	226	1060	substitutions	9	1.87844381365837e-05	promoter
PB306	457	226	227	substitutions	8	7.79696697984484e-05	pseudogene
PB306	457	226	413	substitutions	8	4.28550001071375e-05	RNAs & TEs
PB306	458	234	1173	deletions	5	9.10806537405003e-06	3'UTR
PB306	458	234	1036	deletions	4	8.25000825000825e-06	enhancer
PB306	458	234	5351	deletions	31	1.23788667986014e-05	intergenic
PB306	458	234	6845	deletions	59	1.84175859851536e-05	intron
PB306	458	234	1059	deletions	6	1.2106244400862e-05	promoter
PB306	458	234	221	deletions	1	9.6685617047608e-06	pseudogene
PB306	458	234	1173	insertions	3	5.46483922443002e-06	3'UTR
PB306	458	234	344	insertions	1	6.2114887696283e-06	5'UTR
PB306	458	234	1036	insertions	4	8.25000825000825e-06	enhancer
PB306	458	234	5351	insertions	21	8.3856839603429e-06	intergenic
PB306	458	234	6845	insertions	32	9.98919917838837e-06	intron
PB306	458	234	1173	substitutions	35	6.37564576183502e-05	3'UTR
PB306	458	234	344	substitutions	7	4.34804213873981e-05	5'UTR
PB306	458	234	1036	substitutions	7	1.44375144375144e-05	enhancer
PB306	458	234	5351	substitutions	179	7.14779728048276e-05	intergenic
PB306	458	234	6845	substitutions	301	9.39609047717156e-05	intron
PB306	458	234	1059	substitutions	10	2.01770740014366e-05	promoter
PB306	458	234	221	substitutions	9	8.70170553428472e-05	pseudogene
PB306	458	234	419	substitutions	11	5.60961181486241e-05	RNAs & TEs
PB306	459	235	1181	deletions	6	1.08094474570775e-05	3'UTR
PB306	459	235	5481	deletions	29	1.12574580659687e-05	intergenic
PB306	459	235	6998	deletions	47	1.42897970848814e-05	intron
PB306	459	235	1108	deletions	4	7.68108149627468e-06	promoter
PB306	459	235	1181	insertions	4	7.20629830471832e-06	3'UTR
PB306	459	235	1452	insertions	1	1.46533028544634e-06	CDS
PB306	459	235	1073	insertions	2	3.96581467748012e-06	enhancer
PB306	459	235	5481	insertions	27	1.0481081647626e-05	intergenic
PB306	459	235	6998	insertions	26	7.90499413206205e-06	intron
PB306	459	235	1181	substitutions	22	3.96346406759508e-05	3'UTR
PB306	459	235	355	substitutions	4	2.39736290080911e-05	5'UTR
PB306	459	235	1073	substitutions	3	5.94872201622018e-06	enhancer
PB306	459	235	5481	substitutions	125	4.85235261464168e-05	intergenic
PB306	459	235	6998	substitutions	190	5.77672648112227e-05	intron
PB306	459	235	1108	substitutions	7	1.34418926184807e-05	promoter
PB306	459	235	232	substitutions	3	2.75128393250183e-05	pseudogene
PB306	459	235	429	substitutions	8	3.96766354213163e-05	RNAs & TEs
PB306	461	230	1175	deletions	6	1.11008325624422e-05	3'UTR
PB306	461	230	344	deletions	1	6.31951466127401e-06	5'UTR
PB306	461	230	1032	deletions	2	4.21300977418268e-06	enhancer
PB306	461	230	5333	deletions	38	1.5490098565943e-05	intergenic
PB306	461	230	6824	deletions	67	2.13441052041388e-05	intron
PB306	461	230	1090	deletions	6	1.19664938173115e-05	promoter
PB306	461	230	217	deletions	1	1.00180324584252e-05	pseudogene
PB306	461	230	1175	insertions	1	1.85013876040703e-06	3'UTR
PB306	461	230	344	insertions	1	6.31951466127401e-06	5'UTR
PB306	461	230	1032	insertions	2	4.21300977418268e-06	enhancer
PB306	461	230	5333	insertions	24	9.78322014691136e-06	intergenic
PB306	461	230	6824	insertions	38	1.2105611906825e-05	intron
PB306	461	230	1090	insertions	3	5.98324690865576e-06	promoter
PB306	461	230	217	insertions	1	1.00180324584252e-05	pseudogene
PB306	461	230	1175	substitutions	35	6.47548566142461e-05	3'UTR
PB306	461	230	344	substitutions	5	3.15975733063701e-05	5'UTR
PB306	461	230	1032	substitutions	4	8.42601954836535e-06	enhancer
PB306	461	230	5333	substitutions	179	7.29665169290472e-05	intergenic
PB306	461	230	6824	substitutions	299	9.52520515826495e-05	intron
PB306	461	230	1090	substitutions	9	1.79497407259673e-05	promoter
PB306	461	230	217	substitutions	6	6.0108194750551e-05	pseudogene
PB306	461	230	399	substitutions	7	3.813882532418e-05	RNAs & TEs
PB306	462	228	1193	deletions	9	1.65438743547889e-05	3'UTR
PB306	462	228	348	deletions	2	1.26033474490825e-05	5'UTR
PB306	462	228	1052	deletions	2	4.16916816756721e-06	enhancer
PB306	462	228	5457	deletions	34	1.36634420943324e-05	intergenic
PB306	462	228	6955	deletions	55	1.73420611197296e-05	intron
PB306	462	228	1089	deletions	3	6.04127398385772e-06	promoter
PB306	462	228	228	deletions	1	9.61834410587873e-06	pseudogene
PB306	462	228	417	deletions	1	5.25895073414952e-06	RNAs & TEs
PB306	462	228	1193	insertions	1	1.83820826164321e-06	3'UTR
PB306	462	228	348	insertions	1	6.30167372454124e-06	5'UTR
PB306	462	228	1423	insertions	2	3.08219600300822e-06	CDS
PB306	462	228	1052	insertions	2	4.16916816756721e-06	enhancer
PB306	462	228	5457	insertions	21	8.43918482297002e-06	intergenic
PB306	462	228	6955	insertions	31	9.77461626748395e-06	intron
PB306	462	228	228	insertions	1	9.61834410587873e-06	pseudogene
PB306	462	228	1193	substitutions	42	7.72047469890149e-05	3'UTR
PB306	462	228	348	substitutions	4	2.5206694898165e-05	5'UTR
PB306	462	228	1052	substitutions	3	6.25375225135081e-06	enhancer
PB306	462	228	5457	substitutions	183	7.35414677430244e-05	intergenic
PB306	462	228	6955	substitutions	297	9.36471300465398e-05	intron
PB306	462	228	1089	substitutions	11	2.21513379408116e-05	promoter
PB306	462	228	228	substitutions	11	0.000105801785164666	pseudogene
PB306	462	228	417	substitutions	10	5.25895073414952e-05	RNAs & TEs
PB306	463	230	1142	deletions	9	1.71324145282875e-05	3'UTR
PB306	463	230	1067	deletions	1	2.03740678863942e-06	enhancer
PB306	463	230	5196	deletions	30	1.25514609900592e-05	intergenic
PB306	463	230	6422	deletions	24	8.12424681461823e-06	intron
PB306	463	230	1082	deletions	6	1.2054970666238e-05	promoter
PB306	463	230	414	deletions	1	5.25099768956102e-06	RNAs & TEs
PB306	463	230	1142	insertions	3	5.71080484276251e-06	3'UTR
PB306	463	230	347	insertions	1	6.2648790878336e-06	5'UTR
PB306	463	230	1067	insertions	2	4.07481357727884e-06	enhancer
PB306	463	230	5196	insertions	22	9.20440472604344e-06	intergenic
PB306	463	230	6422	insertions	31	1.04938188022152e-05	intron
PB306	463	230	233	insertions	1	9.33009889904833e-06	pseudogene
PB306	463	230	414	insertions	3	1.5752993068683e-05	RNAs & TEs
PB306	463	230	1142	substitutions	29	5.52044468133709e-05	3'UTR
PB306	463	230	347	substitutions	5	3.1324395439168e-05	5'UTR
PB306	463	230	1444	substitutions	2	3.01095989401421e-06	CDS
PB306	463	230	1067	substitutions	5	1.01870339431971e-05	enhancer
PB306	463	230	5196	substitutions	154	6.44308330823041e-05	intergenic
PB306	463	230	6422	substitutions	230	7.7857365306758e-05	intron
PB306	463	230	1082	substitutions	4	8.03664711082536e-06	promoter
PB306	463	230	233	substitutions	6	5.598059339429e-05	pseudogene
PB306	463	230	414	substitutions	11	5.77609745851712e-05	RNAs & TEs
PB306	466	239	1174	deletions	7	1.24738939220061e-05	3'UTR
PB306	466	239	342	deletions	1	6.11710587486848e-06	5'UTR
PB306	466	239	1417	deletions	1	1.47639393733594e-06	CDS
PB306	466	239	1041	deletions	2	4.01930875927958e-06	enhancer
PB306	466	239	5362	deletions	38	1.48261670924638e-05	intergenic
PB306	466	239	6872	deletions	63	1.91791564580786e-05	intron
PB306	466	239	1062	deletions	2	3.93983090245767e-06	promoter
PB306	466	239	220	deletions	1	9.50931913275009e-06	pseudogene
PB306	466	239	409	deletions	5	2.55751859316017e-05	RNAs & TEs
PB306	466	239	1174	insertions	7	1.24738939220061e-05	3'UTR
PB306	466	239	342	insertions	2	1.2234211749737e-05	5'UTR
PB306	466	239	1041	insertions	1	2.00965437963979e-06	enhancer
PB306	466	239	5362	insertions	33	1.28753556329291e-05	intergenic
PB306	466	239	6872	insertions	50	1.52215527445068e-05	intron
PB306	466	239	1062	insertions	3	5.9097463536865e-06	promoter
PB306	466	239	220	insertions	2	1.90186382655002e-05	pseudogene
PB306	466	239	1174	substitutions	33	5.88054999180287e-05	3'UTR
PB306	466	239	342	substitutions	7	4.28197411240794e-05	5'UTR
PB306	466	239	1041	substitutions	9	1.80868894167581e-05	enhancer
PB306	466	239	5362	substitutions	179	6.98390502513425e-05	intergenic
